,Filename,Label
114,LA_E_2323050,1
115,LA_E_4735828,1
116,LA_E_3424730,1
117,LA_E_8536145,1
118,LA_E_2278532,1
119,LA_E_1223847,1
120,LA_E_5783993,0
121,LA_E_8450317,1
122,LA_E_2407835,1
123,LA_E_1249312,1
124,LA_E_4692719,1
125,LA_E_2402721,1
126,LA_E_1235824,0
127,LA_E_8579433,1
128,LA_E_7411665,1
129,LA_E_1890704,1
130,LA_E_1148952,1
131,LA_E_9577092,1
132,LA_E_1255269,1
133,LA_E_9129430,1
134,LA_E_5015729,1
135,LA_E_9210968,1
136,LA_E_1528017,1
137,LA_E_9237057,1
138,LA_E_9979372,1
139,LA_E_2440860,1
140,LA_E_8739004,0
141,LA_E_3476113,1
142,LA_E_1970710,1
143,LA_E_2120378,1
144,LA_E_7546380,1
145,LA_E_2851478,1
146,LA_E_6932495,1
147,LA_E_2492808,1
148,LA_E_6427721,1
149,LA_E_3231034,1
150,LA_E_4716734,0
151,LA_E_6237111,1
152,LA_E_3379472,0
153,LA_E_7125272,1
154,LA_E_2309675,1
155,LA_E_9588641,1
156,LA_E_8080518,1
157,LA_E_1350979,1
158,LA_E_9617894,0
159,LA_E_5313973,0
160,LA_E_3581504,1
161,LA_E_3455289,1
162,LA_E_1649104,1
163,LA_E_2087660,1
164,LA_E_1047198,0
165,LA_E_1025210,1
166,LA_E_5432558,0
167,LA_E_4215166,1
168,LA_E_2139475,1
169,LA_E_7026040,1
170,LA_E_6262749,1
171,LA_E_2590897,1
172,LA_E_8382407,1
173,LA_E_7503879,1
174,LA_E_9070743,1
175,LA_E_4574855,1
176,LA_E_4123417,1
177,LA_E_1671953,1
178,LA_E_7205247,0
179,LA_E_3521946,1
180,LA_E_8063353,1
181,LA_E_2213516,1
182,LA_E_5275370,1
183,LA_E_8133176,1
184,LA_E_7844518,1
185,LA_E_6752855,1
186,LA_E_9155671,1
187,LA_E_4402351,0
188,LA_E_5655772,1
189,LA_E_6437039,1
190,LA_E_1377556,1
191,LA_E_7033851,1
192,LA_E_1859663,1
193,LA_E_7436651,1
194,LA_E_6276798,1
195,LA_E_1911910,0
196,LA_E_9578227,0
197,LA_E_4664103,1
198,LA_E_8265904,1
199,LA_E_3127221,1
200,LA_E_8502490,1
201,LA_E_6605148,1
202,LA_E_9214577,1
203,LA_E_3668701,1
204,LA_E_6227735,1
205,LA_E_8887423,1
206,LA_E_6913896,1
207,LA_E_1627339,1
208,LA_E_6494857,1
209,LA_E_7245357,1
210,LA_E_8330194,1
211,LA_E_4707940,1
212,LA_E_3593479,0
213,LA_E_4683238,1
214,LA_E_9169246,1
215,LA_E_9723884,1
216,LA_E_5916365,1
217,LA_E_8025898,1
218,LA_E_5695985,1
219,LA_E_4319542,1
220,LA_E_9817821,1
221,LA_E_7927400,1
222,LA_E_2021637,1
223,LA_E_5603273,1
224,LA_E_5731575,1
225,LA_E_3658262,1
226,LA_E_1771542,1
227,LA_E_4620575,0
228,LA_E_1311985,0
229,LA_E_3799235,1
230,LA_E_2248768,1
231,LA_E_8158151,1
232,LA_E_7283330,1
233,LA_E_6941948,1
234,LA_E_6612187,1
235,LA_E_9812574,1
236,LA_E_1982531,1
237,LA_E_3757017,1
238,LA_E_4635996,1
239,LA_E_9683426,1
240,LA_E_8142595,1
241,LA_E_7684855,1
242,LA_E_4984975,1
243,LA_E_1514361,0
244,LA_E_9865623,1
245,LA_E_5289379,1
246,LA_E_9755088,1
247,LA_E_3243965,1
248,LA_E_5096098,1
249,LA_E_6085100,1
250,LA_E_3842195,1
251,LA_E_9712280,1
252,LA_E_8317440,1
253,LA_E_8725705,1
254,LA_E_9410564,1
255,LA_E_4127397,1
256,LA_E_9766259,0
257,LA_E_6849727,1
258,LA_E_2447398,1
259,LA_E_2365527,1
260,LA_E_5715341,1
261,LA_E_2554161,1
262,LA_E_7756520,1
263,LA_E_1108731,1
264,LA_E_9695181,0
265,LA_E_8398042,1
266,LA_E_8789890,1
267,LA_E_1517133,1
268,LA_E_2002192,1
269,LA_E_1396024,1
270,LA_E_7305016,1
271,LA_E_9106574,1
272,LA_E_3483845,1
273,LA_E_7898197,1
274,LA_E_6379082,1
275,LA_E_4247457,1
276,LA_E_9115913,1
277,LA_E_2181345,1
278,LA_E_5218229,1
279,LA_E_1395018,1
280,LA_E_9691199,1
281,LA_E_9867158,1
282,LA_E_7249013,1
283,LA_E_4031175,1
284,LA_E_5422913,1
285,LA_E_6179971,1
286,LA_E_2981668,1
287,LA_E_7201880,1
288,LA_E_5042332,1
289,LA_E_7069231,0
290,LA_E_6851179,1
291,LA_E_9875753,1
292,LA_E_6041806,1
293,LA_E_1982859,1
294,LA_E_2433543,1
295,LA_E_2993851,1
296,LA_E_6493738,1
297,LA_E_8926022,1
298,LA_E_2968037,1
299,LA_E_5566156,1
300,LA_E_7445949,1
301,LA_E_9672753,1
302,LA_E_2061435,1
303,LA_E_7132313,1
304,LA_E_2084121,1
305,LA_E_3956376,1
306,LA_E_1590581,1
307,LA_E_5653762,1
308,LA_E_7844012,1
309,LA_E_2503425,1
310,LA_E_7121730,1
311,LA_E_9355726,1
312,LA_E_9319113,1
313,LA_E_4253493,1
314,LA_E_2134405,1
315,LA_E_2607678,0
316,LA_E_6936076,1
317,LA_E_4118414,1
318,LA_E_6712731,1
319,LA_E_4108766,1
320,LA_E_9569988,1
321,LA_E_8349153,1
322,LA_E_2686099,1
323,LA_E_8713676,0
324,LA_E_8461516,1
325,LA_E_2436076,1
326,LA_E_4038977,1
327,LA_E_9635335,1
328,LA_E_3126028,1
329,LA_E_5870898,1
330,LA_E_3698865,0
331,LA_E_9575608,1
332,LA_E_8189776,0
333,LA_E_6697514,1
334,LA_E_5555520,1
335,LA_E_9847743,1
336,LA_E_9284761,1
337,LA_E_5533127,0
338,LA_E_1336095,1
339,LA_E_5779443,1
340,LA_E_3796020,1
341,LA_E_8477263,1
342,LA_E_1127849,1
343,LA_E_7551608,1
344,LA_E_3166035,1
345,LA_E_1186682,1
346,LA_E_9893422,1
347,LA_E_7069517,1
348,LA_E_7769271,0
349,LA_E_1890536,1
350,LA_E_6190901,1
351,LA_E_4321849,1
352,LA_E_3924689,0
353,LA_E_1065223,1
354,LA_E_5807766,1
355,LA_E_1868890,1
356,LA_E_5257487,1
357,LA_E_2779248,1
358,LA_E_2220808,1
359,LA_E_9716942,1
360,LA_E_7091795,1
361,LA_E_4086132,1
362,LA_E_5227225,1
363,LA_E_3629389,1
364,LA_E_6985640,1
365,LA_E_8166676,1
366,LA_E_4665807,1
367,LA_E_3687111,1
368,LA_E_2815475,1
369,LA_E_2142706,1
370,LA_E_2125784,1
371,LA_E_3492021,1
372,LA_E_8864124,1
373,LA_E_1116303,0
374,LA_E_1822635,1
375,LA_E_2513755,1
376,LA_E_6464551,1
377,LA_E_9030808,1
378,LA_E_7905661,0
379,LA_E_2050154,0
380,LA_E_2893295,1
381,LA_E_2619588,1
382,LA_E_3189904,1
383,LA_E_1648428,0
384,LA_E_5278947,1
385,LA_E_7355101,1
386,LA_E_3979799,1
387,LA_E_2291153,0
388,LA_E_7511615,1
389,LA_E_3330543,1
390,LA_E_5166046,1
391,LA_E_2278092,1
392,LA_E_7233536,1
393,LA_E_9266831,1
394,LA_E_4876129,1
395,LA_E_4995764,1
396,LA_E_7641990,1
397,LA_E_6528285,1
398,LA_E_9206614,1
399,LA_E_2919347,0
400,LA_E_5994549,1
401,LA_E_4125302,1
402,LA_E_4494506,0
403,LA_E_6147866,1
404,LA_E_4969637,1
405,LA_E_4075599,1
406,LA_E_3136389,1
407,LA_E_7487825,1
408,LA_E_1195738,1
409,LA_E_5028801,1
410,LA_E_3401767,1
411,LA_E_8255234,1
412,LA_E_5756546,1
413,LA_E_8725018,1
414,LA_E_3253903,1
415,LA_E_5301997,1
416,LA_E_9255864,1
417,LA_E_8249225,1
418,LA_E_3108884,1
419,LA_E_9578602,1
420,LA_E_2101863,1
421,LA_E_7702330,1
422,LA_E_2515756,1
423,LA_E_8448182,1
424,LA_E_6494215,1
425,LA_E_6964855,0
426,LA_E_2652576,1
427,LA_E_7169620,1
428,LA_E_7148802,1
429,LA_E_4289423,1
430,LA_E_4346596,1
431,LA_E_9695591,1
432,LA_E_3570035,1
433,LA_E_3464111,1
434,LA_E_2346610,1
435,LA_E_7065964,1
436,LA_E_4937442,1
437,LA_E_8145526,1
438,LA_E_8420807,1
439,LA_E_1192472,1
440,LA_E_5733971,1
441,LA_E_3179372,1
442,LA_E_5211711,1
443,LA_E_5595026,1
444,LA_E_5392442,1
445,LA_E_3297234,1
446,LA_E_1275973,0
447,LA_E_1317732,1
448,LA_E_6973544,1
449,LA_E_9061699,1
450,LA_E_4877543,1
451,LA_E_5836297,1
452,LA_E_1394434,1
453,LA_E_6154880,1
454,LA_E_7906966,1
455,LA_E_6214690,1
456,LA_E_1620231,1
457,LA_E_7753114,1
458,LA_E_1031731,1
459,LA_E_4631645,1
460,LA_E_4256659,0
461,LA_E_7005172,1
462,LA_E_8264202,1
463,LA_E_5879395,1
464,LA_E_3034548,0
465,LA_E_8553498,1
466,LA_E_6328707,1
467,LA_E_3177069,1
468,LA_E_3783078,0
469,LA_E_2407543,1
470,LA_E_6146322,1
471,LA_E_9878615,1
472,LA_E_7258857,1
473,LA_E_8001082,1
474,LA_E_8737558,1
475,LA_E_9518312,0
476,LA_E_3864132,1
477,LA_E_1145962,0
478,LA_E_3565937,1
479,LA_E_2414656,1
480,LA_E_4386628,1
481,LA_E_8909086,1
482,LA_E_1559147,1
483,LA_E_2811249,1
484,LA_E_8556497,1
485,LA_E_8868070,1
486,LA_E_5135892,1
487,LA_E_5739678,0
488,LA_E_6387859,1
489,LA_E_6700367,1
490,LA_E_1082906,1
491,LA_E_2553827,0
492,LA_E_2354956,1
493,LA_E_1999561,1
494,LA_E_5908921,1
495,LA_E_7021090,1
496,LA_E_1266270,0
497,LA_E_2299283,1
498,LA_E_7295584,1
499,LA_E_7420183,1
500,LA_E_4362344,1
501,LA_E_6275747,1
502,LA_E_1625656,1
503,LA_E_7037148,0
504,LA_E_4343558,1
505,LA_E_7770214,1
506,LA_E_8249275,0
507,LA_E_4705706,1
508,LA_E_4787347,1
509,LA_E_9859405,0
510,LA_E_7308689,1
511,LA_E_2113168,1
512,LA_E_6131140,1
513,LA_E_3703448,1
514,LA_E_7773800,1
515,LA_E_5880394,1
516,LA_E_3787236,1
517,LA_E_6348517,1
518,LA_E_9472623,1
519,LA_E_5684280,1
520,LA_E_4704632,0
521,LA_E_7974034,1
522,LA_E_7245666,1
523,LA_E_9961877,1
524,LA_E_2231261,1
525,LA_E_8831392,1
526,LA_E_3221261,1
527,LA_E_3059351,1
528,LA_E_5647196,1
529,LA_E_9259629,1
530,LA_E_6250011,1
531,LA_E_2835711,1
532,LA_E_8148343,1
533,LA_E_2773473,1
534,LA_E_4145418,1
535,LA_E_3145431,1
536,LA_E_1687973,1
537,LA_E_1554440,1
538,LA_E_3141295,1
539,LA_E_4595589,1
540,LA_E_5518989,1
541,LA_E_9585172,1
542,LA_E_7752538,1
543,LA_E_5038893,1
544,LA_E_7040714,1
545,LA_E_5528243,1
546,LA_E_9260911,1
547,LA_E_6698482,1
548,LA_E_1951884,1
549,LA_E_9308704,1
550,LA_E_2029557,1
551,LA_E_1178884,1
552,LA_E_4254405,1
553,LA_E_5854743,1
554,LA_E_8488000,1
555,LA_E_1611957,1
556,LA_E_1832578,1
557,LA_E_4010569,1
558,LA_E_2331389,1
559,LA_E_2102980,1
560,LA_E_8403814,0
561,LA_E_2452350,1
562,LA_E_3385515,1
563,LA_E_5420559,1
564,LA_E_7753858,1
565,LA_E_8427476,1
566,LA_E_9372882,1
567,LA_E_1714158,1
568,LA_E_4356119,1
569,LA_E_6362478,1
570,LA_E_3127561,1
571,LA_E_9810814,1
572,LA_E_3289994,0
573,LA_E_6177509,1
574,LA_E_5331309,1
575,LA_E_9177311,1
576,LA_E_7223010,1
577,LA_E_9926658,1
578,LA_E_1731730,1
579,LA_E_4183489,1
580,LA_E_2852025,1
581,LA_E_2111022,1
582,LA_E_3626853,1
583,LA_E_7350340,1
584,LA_E_1201712,1
585,LA_E_1417930,1
586,LA_E_6667277,1
587,LA_E_9921618,1
588,LA_E_1839754,1
589,LA_E_7305496,1
590,LA_E_5879818,1
591,LA_E_9178798,1
592,LA_E_9294038,1
593,LA_E_6673166,1
594,LA_E_8310484,1
595,LA_E_9474108,1
596,LA_E_6157502,1
597,LA_E_2350372,1
598,LA_E_5753260,0
599,LA_E_8190107,1
600,LA_E_9479740,1
601,LA_E_6766763,1
602,LA_E_5774848,1
603,LA_E_2269372,1
604,LA_E_7449255,1
605,LA_E_9112176,1
606,LA_E_5074039,1
607,LA_E_3819690,1
608,LA_E_5042242,1
609,LA_E_4047829,1
610,LA_E_2014376,1
611,LA_E_2547987,1
612,LA_E_5659458,1
613,LA_E_8815028,1
614,LA_E_5047598,1
615,LA_E_1398070,1
616,LA_E_6842643,1
617,LA_E_6727037,1
618,LA_E_1496516,1
619,LA_E_2947283,1
620,LA_E_6073215,1
621,LA_E_4063863,1
622,LA_E_4148077,0
623,LA_E_9054580,1
624,LA_E_5694987,0
625,LA_E_5634189,1
626,LA_E_9632320,0
627,LA_E_4983147,1
628,LA_E_5450513,1
629,LA_E_6928990,1
630,LA_E_4675044,1
631,LA_E_4067941,1
632,LA_E_8269981,1
633,LA_E_8859944,0
634,LA_E_7255033,0
635,LA_E_6000927,1
636,LA_E_4342514,1
637,LA_E_5132244,1
638,LA_E_9195169,0
639,LA_E_2090775,1
640,LA_E_2824615,1
641,LA_E_1469806,1
642,LA_E_5973913,1
643,LA_E_2621362,1
644,LA_E_7720483,0
645,LA_E_2714631,1
646,LA_E_5682790,1
647,LA_E_2627577,1
648,LA_E_6901928,0
649,LA_E_9897022,0
650,LA_E_5907690,1
651,LA_E_1991363,1
652,LA_E_1836185,1
653,LA_E_9489707,1
654,LA_E_2268417,1
655,LA_E_4394489,1
656,LA_E_4526679,1
657,LA_E_5286972,1
658,LA_E_8292345,1
659,LA_E_2401442,1
660,LA_E_2586680,1
661,LA_E_6716269,1
662,LA_E_5526484,1
663,LA_E_1449708,1
664,LA_E_2565023,1
665,LA_E_4017527,1
666,LA_E_2687712,0
667,LA_E_5440945,1
668,LA_E_1590226,1
669,LA_E_4923905,1
670,LA_E_8545149,1
671,LA_E_5323652,1
672,LA_E_8444421,0
673,LA_E_8062096,1
674,LA_E_1443485,0
675,LA_E_1851850,1
676,LA_E_7553846,1
677,LA_E_6381205,1
678,LA_E_5719700,1
679,LA_E_4960422,1
680,LA_E_3908997,1
681,LA_E_6502527,1
682,LA_E_9740822,1
683,LA_E_4028691,1
684,LA_E_9304484,0
685,LA_E_9289036,1
686,LA_E_7552985,1
687,LA_E_9251837,1
688,LA_E_3578907,1
689,LA_E_3239828,1
690,LA_E_5980440,0
691,LA_E_5918723,1
692,LA_E_9419854,0
693,LA_E_5012889,1
694,LA_E_1131984,1
695,LA_E_3885469,1
696,LA_E_6608336,1
697,LA_E_6352674,1
698,LA_E_4731730,1
699,LA_E_7365019,1
700,LA_E_7936776,0
701,LA_E_3185939,1
702,LA_E_9197172,1
703,LA_E_8885331,1
704,LA_E_8071098,1
705,LA_E_9476709,0
706,LA_E_3021466,1
707,LA_E_9300592,1
708,LA_E_6525701,1
709,LA_E_4859171,1
710,LA_E_7683004,1
711,LA_E_9792352,1
712,LA_E_9507681,1
713,LA_E_8475043,1
714,LA_E_9664691,1
715,LA_E_7469167,1
716,LA_E_8212463,1
717,LA_E_2521714,1
718,LA_E_5241439,1
719,LA_E_6700133,1
720,LA_E_7490545,1
721,LA_E_1559549,1
722,LA_E_5806762,1
723,LA_E_4327082,1
724,LA_E_5947758,1
725,LA_E_7829576,1
726,LA_E_4511874,1
727,LA_E_3629647,0
728,LA_E_4677898,0
729,LA_E_7000451,1
730,LA_E_7867761,1
731,LA_E_1075596,1
732,LA_E_7534628,1
733,LA_E_6191436,1
734,LA_E_1350316,1
735,LA_E_7023373,1
736,LA_E_5858180,1
737,LA_E_6195419,1
738,LA_E_4764702,1
739,LA_E_5679294,1
740,LA_E_2969086,1
741,LA_E_8245900,1
742,LA_E_7310850,1
743,LA_E_7729583,1
744,LA_E_3168809,1
745,LA_E_9219120,1
746,LA_E_3796626,1
747,LA_E_3955456,1
748,LA_E_5510910,1
749,LA_E_9420017,1
750,LA_E_7156467,1
751,LA_E_1750680,0
752,LA_E_3257186,1
753,LA_E_4496879,1
754,LA_E_5814201,1
755,LA_E_8344500,1
756,LA_E_4332462,1
757,LA_E_4770958,1
758,LA_E_1379281,1
759,LA_E_5910222,1
760,LA_E_8399265,0
761,LA_E_7251638,1
762,LA_E_7264644,1
763,LA_E_8709536,1
764,LA_E_7120892,1
765,LA_E_4355245,1
766,LA_E_1908409,1
767,LA_E_9145829,1
768,LA_E_8130140,1
769,LA_E_7758229,1
770,LA_E_4105794,1
771,LA_E_5182024,1
772,LA_E_6926399,1
773,LA_E_5258402,1
774,LA_E_1831235,0
775,LA_E_1769041,1
776,LA_E_2476587,1
777,LA_E_8848495,0
778,LA_E_6680357,1
779,LA_E_1762836,1
780,LA_E_1279855,1
781,LA_E_2017813,1
782,LA_E_2797695,1
783,LA_E_5399473,1
784,LA_E_2653894,1
785,LA_E_1760633,1
786,LA_E_1099342,1
787,LA_E_9024532,1
788,LA_E_9610899,1
789,LA_E_9849269,1
790,LA_E_3958544,1
791,LA_E_5274311,1
792,LA_E_7528771,1
793,LA_E_3591517,1
794,LA_E_4022756,0
795,LA_E_7185036,1
796,LA_E_3358578,0
797,LA_E_4615561,1
798,LA_E_9965571,1
799,LA_E_5305862,1
800,LA_E_1252301,1
801,LA_E_8658369,1
802,LA_E_6631554,1
803,LA_E_6890212,1
804,LA_E_3555959,0
805,LA_E_9931820,1
806,LA_E_1673131,1
807,LA_E_7899279,1
808,LA_E_6322389,1
809,LA_E_5319528,1
810,LA_E_8309808,1
811,LA_E_8303442,1
812,LA_E_4655405,1
813,LA_E_4853385,1
814,LA_E_6080590,1
815,LA_E_8510463,1
816,LA_E_8986192,1
817,LA_E_4389833,1
818,LA_E_2085042,1
819,LA_E_4787047,0
820,LA_E_9784720,1
821,LA_E_5172390,1
822,LA_E_1986600,1
823,LA_E_3391985,1
824,LA_E_5113612,1
825,LA_E_4790566,1
826,LA_E_3358225,1
827,LA_E_2245426,1
828,LA_E_9129515,1
829,LA_E_2819216,1
830,LA_E_5956004,1
831,LA_E_5987887,1
832,LA_E_9110846,1
833,LA_E_8177958,0
834,LA_E_6630192,0
835,LA_E_4056412,1
836,LA_E_7405314,1
837,LA_E_1996050,1
838,LA_E_9234846,1
839,LA_E_6682722,1
840,LA_E_1427302,1
841,LA_E_2929931,0
842,LA_E_5400327,0
843,LA_E_7535142,1
844,LA_E_6500328,1
845,LA_E_9487881,1
846,LA_E_4361221,1
847,LA_E_9837996,1
848,LA_E_2012960,1
849,LA_E_9252711,1
850,LA_E_3417613,1
851,LA_E_6543651,0
852,LA_E_4354275,1
853,LA_E_3454842,0
854,LA_E_2203673,1
855,LA_E_8946450,1
856,LA_E_3226660,1
857,LA_E_4686836,1
858,LA_E_4534902,0
859,LA_E_5620705,1
860,LA_E_2416521,1
861,LA_E_8587908,0
862,LA_E_2324287,1
863,LA_E_2487213,1
864,LA_E_2865545,1
865,LA_E_3157197,1
866,LA_E_4600993,1
867,LA_E_8403791,1
868,LA_E_6410992,0
869,LA_E_3248749,0
870,LA_E_3775468,1
871,LA_E_2439085,1
872,LA_E_5799773,1
873,LA_E_1734914,1
874,LA_E_2745830,1
875,LA_E_9500282,1
876,LA_E_8637006,1
877,LA_E_6565412,1
878,LA_E_1326237,1
879,LA_E_1202203,1
880,LA_E_1412604,0
881,LA_E_1897374,1
882,LA_E_4676835,0
883,LA_E_2351390,1
884,LA_E_3971555,0
885,LA_E_3281646,1
886,LA_E_2760128,1
887,LA_E_5169792,1
888,LA_E_8487695,1
889,LA_E_9976376,1
890,LA_E_7472335,1
891,LA_E_3320664,1
892,LA_E_9456981,1
893,LA_E_5296481,1
894,LA_E_2475064,1
895,LA_E_3177571,1
896,LA_E_8864606,1
897,LA_E_8480911,1
898,LA_E_4860347,1
899,LA_E_1382385,1
900,LA_E_9082372,1
901,LA_E_5458259,1
902,LA_E_4923239,1
903,LA_E_6246933,0
904,LA_E_9578902,1
905,LA_E_8945158,1
906,LA_E_1640052,1
907,LA_E_3125122,1
908,LA_E_5744807,1
909,LA_E_6465403,1
910,LA_E_2396701,1
911,LA_E_5186738,1
912,LA_E_6450154,1
913,LA_E_5262789,1
914,LA_E_2236101,1
915,LA_E_6554062,0
916,LA_E_6147346,0
917,LA_E_6741285,1
918,LA_E_3133075,1
919,LA_E_5663872,1
920,LA_E_3672637,1
921,LA_E_3520437,1
922,LA_E_2158885,1
923,LA_E_7040729,1
924,LA_E_1632308,0
925,LA_E_6961871,1
926,LA_E_6374717,1
927,LA_E_2368594,0
928,LA_E_5104511,0
929,LA_E_1210190,1
930,LA_E_4249241,1
931,LA_E_6852611,1
932,LA_E_9516364,1
933,LA_E_1579978,1
934,LA_E_1871634,1
935,LA_E_6281867,1
936,LA_E_1395043,1
937,LA_E_6107414,0
938,LA_E_7192618,1
939,LA_E_7623422,1
940,LA_E_4201376,1
941,LA_E_8439668,0
942,LA_E_2412083,1
943,LA_E_3158186,1
944,LA_E_7007530,1
945,LA_E_3126893,1
946,LA_E_7722367,1
947,LA_E_9373648,1
948,LA_E_7050082,1
949,LA_E_2245547,1
950,LA_E_3142969,1
951,LA_E_7029916,1
952,LA_E_9318500,0
953,LA_E_5263726,1
954,LA_E_1721212,0
955,LA_E_3212868,1
956,LA_E_6762267,1
957,LA_E_8054129,1
958,LA_E_1877524,1
959,LA_E_5011575,1
960,LA_E_2589560,1
961,LA_E_8135378,1
962,LA_E_6842104,1
963,LA_E_5615859,1
964,LA_E_9067234,1
965,LA_E_6165212,1
966,LA_E_9410541,0
967,LA_E_2158271,1
968,LA_E_4048832,1
969,LA_E_8782715,1
970,LA_E_5599883,1
971,LA_E_3781970,1
972,LA_E_7752811,1
973,LA_E_6945617,0
974,LA_E_7965742,1
975,LA_E_6096530,1
976,LA_E_8394751,1
977,LA_E_9977288,1
978,LA_E_6015230,1
979,LA_E_2324137,1
980,LA_E_1972767,1
981,LA_E_5276693,1
982,LA_E_2173732,1
983,LA_E_1905695,1
984,LA_E_7413352,1
985,LA_E_7008866,1
986,LA_E_7470680,1
987,LA_E_6881396,0
988,LA_E_7329887,1
989,LA_E_6378191,1
990,LA_E_1030540,1
991,LA_E_1516392,1
992,LA_E_3659898,1
993,LA_E_6876802,1
994,LA_E_2988006,1
995,LA_E_6286035,1
996,LA_E_3634933,1
997,LA_E_7369408,1
998,LA_E_6626329,1
999,LA_E_7852233,1
1000,LA_E_4632521,1
1001,LA_E_1642617,1
1002,LA_E_3155275,1
1003,LA_E_8730039,1
1004,LA_E_1335948,1
1005,LA_E_5806580,1
1006,LA_E_3657009,1
1007,LA_E_9271455,1
1008,LA_E_3170701,1
1009,LA_E_5122373,1
1010,LA_E_7569092,0
1011,LA_E_2954180,0
1012,LA_E_8895283,1
1013,LA_E_8202624,1
1014,LA_E_7720667,1
1015,LA_E_9911780,1
1016,LA_E_3833053,1
1017,LA_E_7542451,0
1018,LA_E_4227253,1
1019,LA_E_1599360,1
1020,LA_E_9180942,0
1021,LA_E_4866797,0
1022,LA_E_8900326,1
1023,LA_E_4019509,1
1024,LA_E_1153394,1
1025,LA_E_7243029,0
1026,LA_E_2345562,1
1027,LA_E_4230786,0
1028,LA_E_2375508,1
1029,LA_E_7806069,1
1030,LA_E_2680792,1
1031,LA_E_4200961,1
1032,LA_E_6286694,1
1033,LA_E_3799313,1
1034,LA_E_8496705,1
1035,LA_E_2460090,0
1036,LA_E_1253384,1
1037,LA_E_3200624,1
1038,LA_E_6824648,1
1039,LA_E_5624723,1
1040,LA_E_8773300,1
1041,LA_E_1003257,1
1042,LA_E_8403354,1
1043,LA_E_4298750,1
1044,LA_E_1269610,1
1045,LA_E_7118208,1
1046,LA_E_8380973,1
1047,LA_E_5399550,0
1048,LA_E_3396345,1
1049,LA_E_3229287,1
1050,LA_E_2647230,1
1051,LA_E_8104163,1
1052,LA_E_7970801,1
1053,LA_E_2362137,0
1054,LA_E_3058816,0
1055,LA_E_9139269,1
1056,LA_E_9053445,0
1057,LA_E_9552199,1
1058,LA_E_1701685,0
1059,LA_E_5172388,1
1060,LA_E_4724621,0
1061,LA_E_3015447,1
1062,LA_E_9021198,1
1063,LA_E_1136797,1
1064,LA_E_1840345,1
1065,LA_E_8560070,1
1066,LA_E_3718975,1
1067,LA_E_4992728,1
1068,LA_E_1197012,1
1069,LA_E_6208740,1
